FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,long,lat,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1012554,The Wednesday Market,http://www.wednesdaymarket.locallygrown.net,The Wednesday Market,,,,139 Adams Street,Zebulon,Pike,Georgia,30295,01/01/2016 to 12/31/2016,Wed: 3:00 PM-6:00 PM;,,,,,,,-84.343912,33.103356,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,7/13/2016 9:02:50 PM
1019033,Rockmart Farmers Market,http://RockmartFarmersMarket.com,https://www.facebook.com/rockmartfarmersmarket/,,,,108 Water St.,Rockmart,Polk,Georgia,30153,01/01/2018 to 12/31/2018,Thu: 2:00 PM-6:00 PM;,,,,,,,-85.053094,33.997669,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,3/30/2018 8:43:49 PM
1003805,Hawkinsville River Market,,https://www.facebook.com/pages/Hawkinsville-River-Market/614156468617517?hc_location=timeline,,,,BROAD STREET,HAWKINSVILLE,Pulaski,Georgia,31036,01/01/2012 to 12/31/2012,,,,,,,,-83.4737,32.2815,Local government building grounds,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/17/2014 12:04:02 PM
1003804,Ocmulgee Market,,,,,,Broad Street,HAWKINSVILLE,Pulaski,Georgia,31036,September to September,Tue:8:00 am - 6:30 pm;Thu:8:00 am - 6:30 pm;Sat:0:00 pm - 0:00 pm;,,,,,,,-83.475289,32.280896,Private business parking lot,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1/18/2012 3:28:20 PM
1006158,The Ga Farmers Market at The Village at Harmony Crossing,http://www.vharmonycrossing.com/news/farmers-market-returns-harmony-crossing,,,,,Harmony Crossing,Eatonton,Putnam,Georgia,31024,05/04/2013 to 09/28/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.2681730,33.4235740,Other,Y,N,N,N,N,-,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/14/2014 10:44:59 AM
1018298,Clayton Farmers Market,,,,,,46 Plaza Way,Clayton ,Rabun,Georgia,30525,04/29/2017 to 11/04/2017,Sat: 9:00 AM-12:30 PM;,,,,,,,-83.397909,34.876972,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,6/21/2017 12:12:43 PM
1003325,Northeast Georgia. Locally Grown.net - Rabun County site,http://www.northeastgeorgia.locallygrown.net,,,,,63 Mill Gap Lane,Tiger,Rabun,Georgia,30576,01/01/2014 to 12/31/2014,Wed: 5:00 AM-7:00 PM;,,,,,,,-83.4268816,34.8626154,Other,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,5/19/2014 11:05:31 AM
1012577,Simply Homegrown:  A Farmers' Market,http://www.rabunmarket.com,"simplyhomegrown, a farmers market",,,,837 hwy. 76w,clayton,Rabun,Georgia,30525,04/01/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.4665588,34.8703554,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/14/2016 12:10:31 PM
1000870,Augusta State Farmer's Market,http://WWW.AGR.GEORGIA.GOV,,,,,1150 5TH STREET,AUGUSTA,Richmond,Georgia,30901,January to December,Mon:7:00 AM - 7:00 PM;Tue:7:00 AM - 7:00 PM;Wed:7:00 AM - 7:00 PM;Thu:7:00 AM - 7:00 PM;Fri:7:00 AM - 7:00 PM;Sat:7:00 AM - 3:30 PM;,,,,,,,-81.9641247,33.4625140,Federal/State government building grounds,Y,Y,Y,N,N,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,5/15/2012 10:17:18 AM
1005017,Saturday Farmers Market on Broad,,,,,,"Macartan St., beside Health Central",Augusta,Richmond,Georgia,30901,,,,,,,,,-81.9663,33.4729,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010619,Veggie Truck Farmers Market,http://www.theveggietruck.org/,https://www.facebook.com/pages/The-Veggie-Truck/334761463302824,,,,1850 Broad St.,Augusta,Richmond,Georgia,30904,03/25/2014 to 11/04/2014,Tue: 4:30 PM-7:00 PM;,,,,,,,-81.995824,33.485053,,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,9/29/2014 10:01:22 PM
1018730,Jazam natural farmer market ,,Jazam natural farmer market ,,,,319 w tinsley st,Griffin ,Spalding,Georgia,30223,,Fri: 10:00 AM-7:00 PM;Sat: 10:00 AM-7:00 PM;,,,,,,,-84.267144,33.253322,,Y,N,N,N,Y,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,7/25/2017 10:14:04 AM
1002471,Lenny's Farmers Market,,https://www.facebook.com/DowntownAmericusGA,,,,110 North Hampton Street,Americus,Sumter,Georgia,31709,06/01/2013 to 08/31/2013,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-84.236501,32.072463,Other,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/19/2014 5:23:43 PM
1018868,The Wesley Hicks/Telfair County Farmers' Market,,https://www.facebook.com/telfairfarmersmarket/,,,,139 North 3rd Avenue,McRae-Helena,Telfair,Georgia,31037,01/01/2017 to 12/31/2017,Sat: 9:00 AM-2:00 PM;,,,,,,,-82.896739,32.077410,,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,11/9/2017 11:08:19 PM
1004670,Thomasville State Farmers Market,,,,,,502 Smith Ave.,Thomasville,Thomas,Georgia,31792,01/01/2013 to 12/31/2013,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;,,,,,,,-83.9714,30.8355,Federal/State government building grounds,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2013 11:12:03 AM
1004326,Downtown Tifton Farmers' Market,http://downtowntifton.com/?page_id=9,"https://www.facebook.com/DowntownTiftonFarmersMarket""or""www.downtowntifton.com",,,,120 S. Tift Ave.,Tifton,Tift,Georgia,31794,05/18/2013 to 10/12/2013,Sat: 9:00 AM-12:30 PM;,,,,,,,-83.508489,31.452692,Local government building grounds,N,Y,Y,N,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/2/2013 11:56:47 AM
1005975,The Market at Rutland Farms,http://www.rutlandfarms.com,,,,,5641 Union Rd.,Tifton,Tift,Georgia,31794,01/01/2016 to 12/31/2016,Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;,,,,,,,-83.499763,31.344282,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,6/27/2016 5:53:29 PM
1004296,Wiregrass Farmers Market,http://www.wiregrassfarmersmarket.wordpress.com/,,,,,1392 Whiddon Mill Rd.,Tifton,Tift,Georgia,31793,April to October,Sat:9:00 AM - 12:00 PM;,,,,,,,-83.533784,31.464378,Educational institution,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/29/2012 4:44:26 PM
1000411,Towns County Farmers Market,,https://www.facebook.com/TownsCountyFarmersMarket,,,,Hwy 76 West,Hiawassee,Towns,Georgia,30546,06/01/2013 to 10/31/2013,Fri: 5:30 PM-7:30 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-83.771331,34.963227,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/13/2014 10:10:40 PM
1019215,Union County Farmers Market,http://ucfarmersmarket.com,,,,,148 Old Smokey Rd,Blairsville,Union,Georgia,30512,06/02/2018 to 10/27/2018,Tue: 2:00 PM-6:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-83.9506972,34.8857201,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,8/6/2018 1:27:06 PM
1001063,Bluebird Market,http://www.bluebirdmarket.com,https://www.facebook.com/BluebirdMarket,,,,218 N. Center St.,Thomaston,Upson,Georgia,30286,January to December,Sat:8:00 am - 12:00 pm;,,,,,,,-84.3264,32.8906,Private business parking lot,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2011 3:50:51 PM
1001457,The Rock Ranch Produce ,http://www.therockranch.com,,,,,5020 Barnesville Hwy,The Rock,Upson,Georgia,30285,04/01/2013 to 11/23/2013,Tue: 10:00 AM-5:00 PM;Wed: 10:00 AM-5:00 PM;Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;,,,,,,,-84.2304,32.9647,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/27/2013 12:36:30 PM
1003806,Battlefield Farmers Market,http://www.battlefieldfmkt.org,https://www.facebook.com/Battlefield-Farmers-Market,https://twitter.com/BFMKT,,,10052 Hwy. 27 N.,Rock Spring,Walker,Georgia,30739,05/07/2016 to 11/12/2016,Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-85.248013,34.848803,,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,7/14/2016 11:40:25 PM
1011088,Lookout Farmers Market,http://LookoutFarmersMarket.org,Lookout Farmers Market,,,,1214 Lula Lake Road,Lookout Mountain ,Walker,Georgia,30750,04/18/2015 to 10/31/2015,Thu: 4:00 PM-7:00 PM;,,,,,,,-85.3579536,34.9778455,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,4/28/2015 1:00:41 PM
1006072,Midland Avenue Produce Jam,,,,,, Midland Avenue,Monroe,Walton,Georgia,30655,April to September,Sat:8:30 am - 12:00 pm;,,,,,,,-83.712,33.7963,Private business parking lot,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/13/2011 4:14:05 PM
1011267,Monroe Farmers Market,http://monroedowntownfarmersmarket.com,facebook.com/monroegafarmersmarket/,,,,Court St,Monroe,Walton,Georgia,30655,05/14/2016 to 10/08/2016,Sat: 8:30 AM-12:30 PM;,,,,,,,-83.7122260,33.7943330,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,6/27/2016 6:12:19 PM
1011229,Way Green Local Fare Market,http://www.waygreen.wix.com/waygreen,https://www.facebook.com/WayxGreen/,,,Instagram @WayxGreen,1460 n Augusta Ave,Waycross,Ware,Georgia,31503,05/05/2018 to 11/03/2018,Sun: 9:00 AM-12:00 PM;,,,,,,,-82.3818511,31.2357520,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,7/26/2018 3:22:43 PM
1011907,Wayne County Farmers Market,http://www.thewcfm.org,https://www.facebook.com/thewcfm,,,,533 N. 1st Street,Jesup,Wayne,Georgia,31545,04/01/2016 to 10/29/2016,Fri: 1:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-81.8821369,31.6100323,,Y,N,N,N,Y,-,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,4/28/2016 3:39:53 PM
1004675,White County Farmers Market,,,,,,66 East Kytle Street,Cleveland,White,Georgia,30528,06/01/2012 to 09/31/2012,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.761911,34.596317,Local government building grounds,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,4/1/2014 2:36:36 PM
1012519,Downtown Dalton Farmers Market,http://www.downtowndalton.com,Downtown Dalton Farmers Market,,,,117 North Selvidge Street,Dalton,Whitfield,Georgia,30720,05/07/2016 to 08/27/2016,Tue: 4:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-84.9709565,34.7717460,,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 10:31:13 AM
1005774,Washington Farmers Market,,,,,,111 N. Allison St,Washington,Wilkes,Georgia,,,,,,,,,,-82.7407,33.7372,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1018515,The Green Market,http://www.greenmarketmilledgeville.com/,https://www.facebook.com/GreenMarketMilledgeville/,https://twitter.com/MillyGMarket,https://www.youtube.com/channel/UCQMJHH9_IK_3tC42i1ENjOA,https://www.instagram.com/the_green_market/,222 East Hancock Street,Milledgeville,Wilkinson,Georgia,31061,01/07/2017 to 12/16/2017,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.224575,33.082101,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,7/3/2017 3:49:20 PM
1011035,"Downtown Sylvester Farmers Market, INC.",,https://www.facebook.com/DowntownSylvesterFarmersMarket,,,,101 S. Main Street,Sylvester ,Worth,Georgia,31791,06/06/2015 to 11/28/2015,Sat: 8:00 AM-1:00 PM;,,,,,,,-83.8356554,31.5252235,,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/14/2015 12:38:51 PM
1009491,Berkeley Lakeside Market,http://www.berkeleylakesidemarket.mudfairyfarm.com/,https://www.facebook.com/BerkeleyLakesideMarket,,,,4043 South Berkeley Lake Rd,Berkeley Lake,,Georgia,30096,,,,,,,,,-84.1883,33.9851,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009208,Cochran Farmers Market ,http://www.localharvest.org/cochran-farmers-market-M44572,,,,,112 N Second Street (on the courthouse lawn),Cochran,,Georgia,31014,,,,,,,,,-83.3588,32.3928,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1007707,Dunwoody Green Farmers Market,http://www.dunwoodygreenmarket.com/,,,,,1551 Dunwoody Village Parkway,Dunwoody,,Georgia,30338,,,,,,,,,-84.3324,33.948,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009496,Fall Line Farmers Market on First Fridays ,http://www.localharvest.org/fall-line-farmers-market-on-first-fridays-M58919,,,,,210 S. Wayne St.,Milledgeville,,Georgia,31061,,,,,,,,,-83.2266,33.0796,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
2000004,Farm a la Carte,http://revivalfoods.com/pages/farm-a-la-carte,https://www.facebook.com/RevivalFoods,,,,,,,Georgia,,,,,,,,,,,,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
2000010,Fulton Fresh Mobile Farmers Market,http://www.fultoncountyga.gov/latest-news/6106-fulton-fresh-mobile-farmers-market-opens-2013-season-on-wednesday-june-12th,,,,,,,,Georgia,,,,,,,,,,,,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009209,Green Acres Farm Market ,,https://www.facebook.com/GreenAcresFarmMarket,,,,8865 Highway 53,Braselton,,Georgia,30517,,,,,,,,,-83.7975,34.1444,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009293,Greenway Farmers Market ,,https://www.facebook.com/MarketAtTheGreenway,,,,Oconee River Greenway,Milledgeville,,Georgia,31061,,,,,,,,,-83.2085,33.0815,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009207,Jersey Jodi's Farmers Market ,http://www.jerseyjodimarket.com/#,,,,,2116 Adams Dr. NW,Atlanta,,Georgia,30318,,,,,,,,,-84.4548,33.8131,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1005873,Kauffman's Farmers Market,http://www.kauffmanfarmerket.com,,,,,1305 Mennonite Church Road,Montezuma,,Georgia,31063,,,,,,,,,-83.9813,32.3182,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009332,Main Street Newnan's Market Day,http://www.mainstreetnewnan.com/documents/2013cdmarketday.pdf,,,,,1 LaGrange Street,Newnan,,Georgia,30263,,,,,,,,,-84.8008,33.3721,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1009481,River Church Farmers Market ,http://www.localharvest.org/river-church-farmers-market-M53417,,,,,2335 Sixes Rd.,Canton,,Georgia,30114,,,,,,,,,-84.5385,34.163,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
2000026,Riverview Farms of Ranger,http://www.grassfedcow.com/FarmMobile.html,https://www.facebook.com/farmmobile,,,,,,,Georgia,,,,,,,,,,,,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1002437,Sandy Springs Farmers Market,http://www.sandyspringsfarmersmarket.com,,,,,"235 Sandy Springs Circle NW, Parking lot of Former Target",Sandy Springs,,Georgia,30328,,,,,,,,,-84.3838,33.9185,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009353,Statham Farmers Market ,,https://www.facebook.com/stathamfarmersmarket,,,,Railroad Street,Statham,,Georgia,30666,,,,,,,,,-83.6024,33.9681,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013